Wed Mar 12 13:46:48 2025    cnv_purple_profile

         506475981 function calls (494362664 primitive calls) in 691.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_axes.py:637(text)
      914    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
       54    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:8534(asarray)
      696    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/range.py:483(_view)
     1380    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:2140(<genexpr>)
       38    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/ast.py:20(__init__)
       56    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/concat.py:202(_maybe_reindex_columns_na_proxy)
        4    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:4420(_set_item_frame_value)
       36    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/concat.py:313(<listcomp>)
     5389    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/_dtype.py:24(_kind_name)
     8514    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:266(<genexpr>)
      872    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/base.py:448(size)
      636    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:773(__init__)
     1016    0.004    0.000    0.004    0.000 {built-in method _operator.inv}
      320    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:737(set_antialiased)
       16    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/lines.py:637(get_window_extent)
      644    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/_config/config.py:471(__init__)
     6324    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/enum.py:786(__reduce_ex__)
       66    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colors.py:2213(process_value)
       42    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:6509(max)
       20    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/theme.py:107(__init__)
      192    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:1701(__init__)
      348    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:1129(__iter__)
       38    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/base.py:176(isna)
       10    0.000    0.000    0.004    0.000 /u/ibancarz/git/djerba/src/lib/djerba/util/environment.py:44(get_data_dir)
     8968    0.003    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/contextlib.py:426(__exit__)
      418    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:981(intervaly)
       50    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:482(_make_id)
      164    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:3188(view)
        8    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/strings/object_array.py:155(_str_replace)
        1    0.000    0.000    0.004    0.004 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/unittest/main.py:166(_getParentArgParser)
       38    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/ticker.py:744(_compute_offset)
      864    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:566(<dictcomp>)
      110    0.004    0.000    0.004    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.004    0.004 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/unittest/case.py:545(_callSetUp)
        1    0.000    0.000    0.004    0.004 /u/ibancarz/git/djerba/src/lib/djerba/plugins/wgts/cnv_purple/tests/plugin_test.py:23(setUp)
      213    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/inspect.py:725(getdoc)
        2    0.000    0.000    0.004    0.002 /u/ibancarz/git/djerba/src/lib/djerba/core/render.py:23(__init__)
      818    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/text.py:1194(set_position)
        2    0.000    0.000    0.004    0.002 /u/ibancarz/git/djerba/src/lib/djerba/plugins/wgts/cnv_purple/legacy_tools.py:34(__init__)
      394    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:2962(recode_for_categories)
       24    0.004    0.000    0.004    0.000 {built-in method posix.unlink}
       42    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:12397(max)
        4    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:4041(_getitem_nocopy)
       24    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:1412(remove_unused_categories)
       17    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       18    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/_tight_layout.py:160(get_subplotspec_list)
     2124    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:738(get_capstyle)
      120    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:4717(ravel)
     5504    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
      311    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/pygen.py:83(writeline)
      101    0.004    0.000    0.004    0.000 {built-in method posix.lstat}
      420    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:1460(getmaskarray)
     1766    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/os.py:754(encode)
      384    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:1282(_set_artist_props)
    62/38    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/sorting.py:369(nargsort)
        6    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorizer.py:326(to_rgba)
       84    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2250(clip)
     1848    0.003    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mizani/breaks.py:782(simplicity)
       17    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
      296    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:766(set_clip_box)
        4    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/_plot_side_space.py:221(_calculate)
     1665    0.004    0.000    0.004    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:634(_get_index_resolvers)
        6    0.000    0.000    0.004    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorizer.py:120(to_rgba)
      362    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:2532(_encode_with_my_categories)
      144    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:3035(unique)
       96    0.001    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:3234(set_axisbelow)
      576    0.003    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:899(reset_ticks)
      956    0.002    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:2381(<listcomp>)
     1680    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/format.py:1165(__init__)
    12432    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:264(get_loc)
      450    0.003    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:774(infer_dtype_from_scalar)
     6528    0.004    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mizani/breaks.py:776(density_max)
       16    0.000    0.000    0.004    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/geoms/geom.py:74(__init__)
      116    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/elements/element_text.py:72(__init__)
     9414    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:1180(<genexpr>)
       26    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/parsetree.py:196(__init__)
        2    0.000    0.000    0.003    0.002 /u/ibancarz/git/djerba/src/lib/djerba/core/render.py:71(get_document_footer)
        8    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:7031(drop)
        4    0.000    0.000    0.003    0.001 /u/ibancarz/git/djerba/src/lib/djerba/util/wgts/tools.py:42(__init__)
     1704    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:401(__eq__)
     1912    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:2376(ravel)
      176    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:2766(_revalidate)
     2132    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/urllib/parse.py:114(_coerce_args)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/_plot_side_space.py:869(max_xlabels_right_protrusion)
        5    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/base64.py:51(b64encode)
      184    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_utils/__init__.py:1169(__enter__)
     1179    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:404(parent)
       42    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/api.py:202(union_indexes)
        4    0.000    0.000    0.003    0.001 /u/ibancarz/git/djerba/src/lib/djerba/plugins/wgts/cnv_purple/purple_tools.py:30(__init__)
     2786    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/cbook.py:1861(_str_lower_equal)
      864    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:4585(_is_view)
        5    0.003    0.001    0.003    0.001 {built-in method binascii.b2a_base64}
        1    0.000    0.000    0.003    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
      213    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/inspect.py:744(cleandoc)
     1764    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:5676(<genexpr>)
     9302    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:500(locator)
        1    0.000    0.000    0.003    0.003 /u/ibancarz/git/djerba/src/lib/djerba/core/configure.py:303(configure)
      894    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:1363(make_mask_descr)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:3201(min)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorbar.py:1230(_proportional_y)
      728    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:2216(transform_non_affine)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:1334(_getitem_iterable)
      192    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:221(set_prop_cycle)
       96    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/figure.py:772(_add_axes_internal)
      438    0.003    0.000    0.003    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      632    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:1137(series_generator)
        6    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1413(__init__)
     3794    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:123(__flush)
     8102    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:344(<dictcomp>)
       29    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/lexer.py:84(parse_until_text)
     3934    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/strings/object_array.py:327(_str_split)
       12    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arraylike.py:208(__truediv__)
      200    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:319(min)
      856    0.003    0.000    0.003    0.000 {built-in method posix.get_terminal_size}
        3    0.000    0.000    0.003    0.001 /u/ibancarz/git/djerba/src/lib/djerba/core/main.py:78(_load_component)
     1830    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:865(_references)
      718    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:4436(_wrap_reindex_result)
        6    0.001    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1433(get_aliases)
      664    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:318(get_patch_transform)
       36    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1277(is_extension_array_dtype)
       84    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:6843(array)
      462    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:816(limit_range_for_scale)
      184    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/layout.py:304(<dictcomp>)
      420    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1105(set_label)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:387(get_renderer)
      706    0.003    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/getlimits.py:490(__new__)
      184    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/figure.py:496(add_artist)
       10    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:529(_init_fn)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/theme.py:416(__iadd__)
      636    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colors.py:997(copy)
       78    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1283(find_result_type)
        8    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_utils/context.py:26(__init__)
      204    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:324(max)
        7    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/util.py:374(read_file)
      380    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/ticker.py:608(__call__)
      856    0.003    0.000    0.003    0.000 {built-in method _operator.or_}
      112    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:1169(get_inverted)
      150    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/parsing.py:170(tokenize_string)
        7    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/codegen.py:176(write_toplevel)
      966    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:222(get_offset_transform)
        2    0.000    0.000    0.003    0.002 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorbar.py:1115(_mesh)
       40    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/astype.py:56(_astype_nansafe)
      170    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:1745(mask_or)
      468    0.001    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/spines.py:135(get_patch_transform)
      464    0.001    0.000    0.003    0.000 <attrs generated init jsonschema.validators.create.<locals>.Validator>:1(__init__)
     1580    0.002    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:2177(_grouping_func)
      156    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:761(infer_dtype_from)
        2    0.003    0.001    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:63(__init__)
        6    0.000    0.000    0.003    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:636(normalize_dictlike_arg)
        4    0.000    0.000    0.003    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:1559(itertuples)
     4918    0.001    0.000    0.003    0.000 {method 'extend' of 'list' objects}
