Wed Mar 12 13:46:48 2025    cnv_purple_profile

         506475981 function calls (494362664 primitive calls) in 691.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      397    0.000    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     1192    0.007    0.000    0.028    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
     2132    0.002    0.000    0.028    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/re.py:249(compile)
    27504    0.017    0.000    0.028    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/format.py:1749(just)
      968    0.005    0.000    0.028    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:6459(any)
      476    0.002    0.000    0.028    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:1638(__array__)
      198    0.001    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/font_manager.py:727(get_name)
    21970    0.013    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:2120(transform)
       44    0.022    0.000    0.027    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:185(draw_text)
      298    0.003    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:2868(__new__)
    13620    0.014    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:201(_pad)
      320    0.002    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorizer.py:639(__init__)
      888    0.003    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:380(notna)
     2046    0.006    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:299(xmin)
       10    0.004    0.000    0.027    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/sorting.py:301(lexsort_indexer)
      928    0.006    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:1412(_insert_update_blklocs_and_blknos)
        4    0.020    0.005    0.027    0.007 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:3152(<listcomp>)
    32000    0.027    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:826(rotation_point)
      550    0.001    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:1749(update_units)
        4    0.000    0.000    0.027    0.007 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/_plot_side_space.py:823(max_ylabels_bottom_protrusion)
        4    0.000    0.000    0.027    0.007 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/_plot_side_space.py:801(max_ylabels_top_protrusion)
    29184    0.014    0.000    0.027    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/format.py:1740(<genexpr>)
    64464    0.026    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_cairo.py:357(set_clip_path)
    96678    0.026    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:727(get_alpha)
      250    0.003    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/cbook.py:683(safe_masked_invalid)
      306    0.002    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/font_manager.py:1363(_find_fonts_by_props)
     7743    0.024    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/warnings.py:458(__enter__)
     2542    0.011    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:711(_get_axis_name)
     7814    0.012    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/font_manager.py:784(set_family)
 1108/558    0.008    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/units.py:164(get_converter)
10660/10580    0.008    0.000    0.026    0.000 {method 'view' of 'numpy.ndarray' objects}
    58250    0.026    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1140(sticky_edges)
    63724    0.026    0.000    0.026    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:900(get_clip_box)
        5    0.000    0.000    0.025    0.005 {built-in method builtins.__import__}
       16    0.000    0.000    0.025    0.002 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:1957(_cython_agg_general)
     1578    0.004    0.000    0.025    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/range.py:1009(__getitem__)
       14    0.022    0.002    0.025    0.002 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/parsers/c_parser_wrapper.py:60(__init__)
       14    0.000    0.000    0.025    0.002 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:1896(_agg_general)
      952    0.020    0.000    0.025    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1579(construct_1d_object_array_from_listlike)
      222    0.001    0.000    0.025    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:1018(isin)
       20    0.001    0.000    0.025    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/figure.py:3108(set_size_inches)
      140    0.009    0.000    0.025    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/sorting.py:122(get_group_index)
      956    0.009    0.000    0.025    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/numeric.py:1452(moveaxis)
     7990    0.013    0.000    0.025    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/text.py:1010(set_horizontalalignment)
        2    0.000    0.000    0.025    0.012 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/subprocess.py:756(__init__)
    38902    0.017    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_mixed.py:62(__getattr__)
        2    0.000    0.000    0.024    0.012 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/subprocess.py:1685(_execute_child)
     2536    0.003    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/printing.py:507(__init__)
    13752    0.020    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/format.py:1480(<lambda>)
     2444    0.004    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:1574(_validate_key)
    15828    0.011    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/_config/config.py:688(_warn_if_deprecated)
     6030    0.004    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/lines.py:1217(set_markeredgecolor)
     4846    0.008    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:609(_dtype_to_subclass)
      120    0.001    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:7054(__call__)
      322    0.003    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorizer.py:517(__init__)
        4    0.000    0.000    0.024    0.006 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/themeable.py:2048(apply_figure)
     4708    0.008    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:1667(_validate_integer)
      222    0.012    0.000    0.024    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:865(_in1d)
       20    0.000    0.000    0.023    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:971(p1)
      106    0.001    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/reshape/concat.py:717(_get_concat_axis)
      638    0.004    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:316(_prepare_points)
       28    0.001    0.000    0.023    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/common.py:664(get_handle)
        2    0.023    0.012    0.023    0.012 {built-in method _posixsubprocess.fork_exec}
    95858    0.023    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:904(get_clip_path)
     5358    0.007    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:569(_axis_map)
      640    0.002    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/_config/config.py:479(__enter__)
       18    0.023    0.001    0.023    0.001 {method 'read' of '_io.TextIOWrapper' objects}
    98896    0.023    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:773(get_forced_alpha)
     1280    0.010    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/_config/config.py:153(_set_option)
     4632    0.010    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/font_manager.py:798(set_style)
      650    0.002    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:1799(transform_path_affine)
    19544    0.014    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/text.py:1205(set_x)
     1152    0.005    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:651(open_group)
      432    0.005    0.000    0.023    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/algorithms.py:1452(safe_sort)
       32    0.000    0.000    0.022    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/utils.py:27(tight_bbox_in_figure_space)
     4748    0.010    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/text.py:1227(set_rotation)
     1192    0.005    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:722(<listcomp>)
    31584    0.022    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/text.py:1275(set_text)
     1480    0.004    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1013(set_alpha)
    34128    0.022    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:914(set_linewidth)
     1600    0.004    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:6324(_maybe_downcast_for_indexing)
      482    0.011    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:4408(get_children)
    32098    0.022    0.000    0.022    0.000 {method 'close_path' of 'cairo.Context' objects}
        4    0.000    0.000    0.022    0.006 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/_plot_side_space.py:783(max_ylabels_width)
     1298    0.004    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:701(_get_shared_axes)
      680    0.002    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:774(_set_facecolor)
     2250    0.005    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:314(ymax)
       92    0.000    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arraylike.py:98(__add__)
      642    0.001    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:1643(reconstruct_func)
       80    0.001    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_utils/__init__.py:86(match)
7629/7014    0.004    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/abc.py:121(__subclasscheck__)
   101074    0.022    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:668(<lambda>)
      866    0.002    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:647(<listcomp>)
     2240    0.005    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:304(ymin)
      218    0.002    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/textpath.py:30(_get_font)
     1952    0.009    0.000    0.022    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/arrays/_mixins.py:278(__getitem__)
       24    0.000    0.000    0.021    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_utils/__init__.py:270(ninteraction)
     6810    0.012    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:205(_apply_tickdir)
    79286    0.021    0.000    0.021    0.000 {built-in method builtins.delattr}
      136    0.001    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/layer.py:139(__deepcopy__)
     8808    0.014    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/font_manager.py:876(set_size)
      596    0.002    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:603(set_linestyle)
     1846    0.007    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:12675(_reindex_for_setitem)
     1220    0.011    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/shape_base.py:294(hstack)
      920    0.008    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/cbook.py:293(connect)
       66    0.001    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/sre_compile.py:783(compile)
        2    0.000    0.000    0.021    0.010 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colorbar.py:277(__init__)
      856    0.012    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/cycler/__init__.py:416(by_key)
      368    0.003    0.000    0.021    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:527(__init__)
        6    0.000    0.000    0.021    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:1738(normalize_keyword_aggregation)
      124    0.000    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:5773(isna)
    64462    0.020    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3662(_round_dispatcher)
     4866    0.020    0.000    0.020    0.000 {method 'remove' of 'list' objects}
    34078    0.020    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:853(set_dashes)
        4    0.000    0.000    0.020    0.005 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/_plot_side_space.py:790(<listcomp>)
      866    0.002    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:648(<listcomp>)
     1296    0.004    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:779(frozen)
    18704    0.012    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/text.py:1216(set_y)
      866    0.002    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:649(<listcomp>)
        6    0.000    0.000    0.020    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:425(compute_dict_like)
      196    0.004    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:4031(get_path)
      102    0.002    0.000    0.020    0.000 /u/ibancarz/git/djerba/src/lib/djerba/util/logger.py:34(get_logger)
      868    0.003    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:438(convert)
      124    0.000    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:8693(isna)
       96    0.001    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:837(set_figure)
    12580    0.007    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/__init__.py:1351(_val_or_rc)
     2046    0.005    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:309(xmax)
     2520    0.013    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/printing.py:518(<listcomp>)
        4    0.000    0.000    0.020    0.005 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/facet_grid.py:110(_make_figure)
     1676    0.003    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:6415(_is_comparable_dtype)
        2    0.020    0.010    0.020    0.010 {method 'show_page' of 'cairo.Context' objects}
      120    0.000    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:8584(asanyarray)
      276    0.016    0.000    0.020    0.000 {built-in method matplotlib._path.get_path_collection_extents}
      856    0.007    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/shutil.py:1377(get_terminal_size)
     4318    0.010    0.000    0.020    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/lines.py:1409(set_dash_capstyle)
     1872    0.011    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:5625(append)
       92    0.001    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/themeable.py:1068(blank_ax)
     1038    0.006    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:3039(__array_finalize__)
     1826    0.002    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:789(values)
     8212    0.008    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:93(_quote_escape_attrib)
       96    0.001    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:3904(__init__)
        2    0.000    0.000    0.019    0.010 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:5174(assign)
       92    0.001    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/patches.py:34(__init__)
      194    0.001    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/ticker.py:2914(__init__)
      210    0.002    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:1871(masked_where)
      106    0.002    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/reshape/concat.py:405(__init__)
       76    0.002    0.000    0.019    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:2591(get_tick_space)
